Date,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
31-08-2000,274.5,303.5,"29,683.20",184.3,406.9,470.9,"12,542.80","2,272.50",177.3,"1,029.40","23,19,613.60","1,008.10","11,219.90","38,71,198.00",959.9,"3,05,819.20","7,615.90","1,908.70",472.3
29-09-2000,273.7,314.3,"29,220.70",190.8,406.5,480.8,"12,556.60","2,265.70",181.9,"1,026.50","23,60,506.30","1,005.20","11,474.70","38,75,131.50",968.9,"3,05,462.00","7,613.50","1,961.20",494.7
31-10-2000,270,316.5,"29,271.20",186.1,408.2,478.8,"12,508.70","2,235.20",182.9,"1,012.70","24,13,861.90",991.7,"11,683.30","38,62,154.20",999.4,"3,04,808.70","7,529.10","2,020.00",510.9
30-11-2000,266,311.2,"29,003.30",186.7,410.2,473.1,"12,441.20","2,201.90",182.1,997.8,"24,87,634.10",977,"11,654.00","38,43,774.80","1,007.40","3,07,801.80","7,405.90","2,046.30",509.4
29-12-2000,271.5,304,"30,397.90",185.9,413.7,459.4,"12,690.10","2,246.80",184.2,"1,018.10","25,62,690.00",997,"11,761.50","39,38,550.00","1,035.10","3,28,307.40","7,595.50","2,078.10",497.8
31-01-2001,265.5,283,"31,012.10",179.7,398.9,432.6,"12,352.20","2,197.60",178.2,995.7,"25,14,973.60",975.1,"11,452.00","38,59,215.20","1,020.60","3,37,765.00","7,532.80","2,064.60",478
28-02-2001,261.9,284.4,"30,438.80",180.3,398.7,436.7,"12,181.80","2,167.50",200.8,982.1,"25,21,132.60",961.8,"11,167.90","38,11,699.50","1,015.90","3,27,858.00","7,495.90","2,046.50",490.5
30-03-2001,263,289.7,"31,950.80",182.2,409.9,444.9,"12,261.30","2,177.20",253,986.5,"26,86,669.80",966.1,"11,562.40","38,27,379.00","1,018.90","3,39,367.90","7,549.80","2,075.70",522.7
30-04-2001,260.5,291.6,"32,216.50",181.5,405.6,446,"12,174.40","2,156.00",318.4,976.9,"29,00,670.00",956.8,"11,843.50","37,91,440.30","1,012.10","3,45,503.40","7,522.90","2,104.90",520
31-05-2001,272.4,311.5,"33,161.00",190.9,419.8,477.5,"12,779.00","2,254.40",309.9,"1,021.50","30,72,329.30","1,000.40","12,390.70","39,77,319.50","1,056.90","3,53,349.60","7,908.60","2,171.40",523.5
29-06-2001,270.2,316.8,"33,076.60",192.7,412,482.4,"12,699.90","2,236.70",329.9,"1,013.50","30,57,350.90",992.6,"12,227.50","39,91,424.90","1,048.90","3,49,571.80","7,874.30","2,177.30",521.6
31-07-2001,267.5,310.8,"33,291.80",189.1,409.2,470.4,"12,609.90","2,214.30",355.8,"1,003.40","29,11,128.80",982.6,"12,204.40","39,85,216.80","1,055.30","3,48,087.80","7,823.80","2,194.80",525.1
31-08-2001,272.4,302.2,"33,048.70",189.5,419.5,457.6,"12,835.50","2,254.50",383,"1,021.60","24,43,983.10","1,000.50","12,237.10","40,84,866.00","1,143.90","3,49,372.60","7,996.30","2,262.80",519
28-09-2001,283.4,310.8,"33,612.80",193.6,444.2,463.2,"13,502.20","2,345.80",422.4,"1,063.00","26,38,640.70","1,041.00","12,561.30","42,50,954.70","1,206.90","3,66,114.30","8,347.50","2,455.60",561
31-10-2001,283.1,312.4,"34,358.90",195,444.6,462.4,"13,591.00","2,342.90",455.3,"1,061.60","28,50,042.80","1,039.70","12,660.30","42,51,721.70","1,205.30","3,68,433.00","8,369.30","2,624.80",560.8
30-11-2001,276.2,310.9,"33,791.80",192.4,440,455.8,"13,254.10","2,285.80",420.2,"1,035.70","29,15,832.30","1,014.40","12,257.60","41,56,453.70","1,177.80","3,52,968.20","8,240.20","2,691.50",534
31-12-2001,275.9,308.9,"35,052.80",191.5,434.6,455.7,"13,206.80","2,283.20",401.2,"1,034.50","28,31,630.30","1,013.20","12,107.70","41,56,124.40","1,218.60","3,54,063.30","8,325.20","3,202.70",535.9
31-01-2002,281.5,318.9,"37,366.60",196.6,450.4,470.2,"13,605.00","2,330.00",385.4,"1,055.70","29,25,773.30","1,034.00","12,388.10","42,51,966.30","1,298.40","3,70,210.90","8,609.30","3,260.80",544.4
28-02-2002,295.5,339.3,"39,466.90",207.6,471.6,501.5,"14,386.60","2,445.70",403.4,"1,108.20","30,22,168.70","1,085.40","12,948.60","44,70,496.10","1,366.60","3,89,390.90","9,120.90","3,389.90",575.8
29-03-2002,294.1,335.4,"38,526.20",206.6,466.7,492.3,"14,330.50","2,433.90",400,"1,102.80","29,14,198.80","1,080.10","12,754.50","44,57,248.80","1,361.60","3,88,152.40","9,145.20","3,373.10",560
30-04-2002,302.7,341.4,"39,549.10",209.7,478.4,500.4,"14,807.50","2,505.40",400,"1,135.20","28,69,463.40","1,111.80","13,141.20","46,04,570.20","1,402.00","3,97,623.60","9,444.30","3,345.20",565.1
31-05-2002,314.5,342.7,"39,692.10",215.4,486.8,499.3,"15,407.20","2,603.10",441.3,"1,179.40","28,62,776.10","1,155.10","13,455.60","47,92,714.70","1,454.40","3,95,246.20","9,832.40","3,183.50",570.7
28-06-2002,321.2,335.3,"39,571.90",216,492.1,493.6,"15,719.90","2,658.40",497.1,"1,204.50","28,01,233.70","1,179.70","13,527.30","49,02,257.40","1,487.40","3,91,751.70","10,096.70","3,280.50",565.6
31-07-2002,313.3,315.6,"36,968.70",201.4,484.1,461.4,"15,277.00","2,593.00",518.1,"1,174.90","28,10,675.70","1,150.70","12,918.20","47,93,169.50","1,453.20","3,70,624.50","9,879.70","3,163.60",566.2
30-08-2002,310.3,317.2,"36,908.10",201.8,487,464.1,"15,074.50","2,567.90",508.6,"1,163.60","27,68,156.20","1,139.50","13,077.60","47,54,876.60","1,434.00","3,71,000.60","9,793.20","3,276.30",573.2
30-09-2002,319.1,325.5,"38,609.00",205.1,502.5,476.8,"15,457.10","2,641.50",528.3,"1,196.90","28,58,697.20","1,172.20","13,675.20","48,93,960.20","1,476.80","3,85,985.30","10,100.30","3,378.60",583.7
31-10-2002,316.6,322.6,"39,222.60",203.3,499.5,472.5,"15,309.60","2,620.10",524.7,"1,187.20","28,93,418.90","1,162.70","13,815.50","48,60,378.40","1,466.30","3,92,652.20","10,042.40","3,261.40",575.3
29-11-2002,319.1,318.7,"38,780.60",203.1,501.5,467.7,"15,396.00","2,641.00",512.5,"1,196.60","28,93,338.60","1,172.00","13,816.50","49,05,052.60","1,478.70","3,86,067.00","10,157.80","3,073.00",568.5
31-12-2002,331.9,326.4,"40,561.80",209.4,517.4,479.2,"15,978.20","2,747.40",525.7,"1,244.80","29,62,083.90","1,219.20","14,377.10","51,09,424.70","1,536.30","4,00,917.00","10,570.90","2,976.80",590
31-01-2003,356.9,335.6,"42,381.40",220.5,549.6,490.7,"17,100.80","2,953.70",594.2,"1,338.30","31,72,243.10","1,310.80","15,252.90","55,01,551.90","1,680.60","4,20,087.00","11,362.00","3,100.90",611.6
28-02-2003,359,332.9,"42,855.20",223.2,542.9,488.4,"17,139.20","2,971.30",586.3,"1,346.20","31,91,299.90","1,318.50","15,397.20","55,39,300.20","1,970.90","4,27,503.90","11,368.80","2,971.80",602.9
31-03-2003,340.6,315.3,"40,418.60",215.1,502.7,463.4,"16,222.90","2,818.80",569.3,"1,277.10","30,39,009.70","1,250.80","14,565.30","52,58,027.00","1,937.60","4,21,008.00","10,710.80","2,739.70",566
30-04-2003,328.2,302.1,"39,354.50",208.4,478.6,452,"15,546.30","2,716.40",535,"1,230.70","28,90,911.20","1,205.40","14,084.00","50,70,294.50","1,919.40","4,04,597.80","10,240.10","2,511.80",538.1
30-05-2003,355.7,307.2,"41,720.60",219,491.6,465.4,"16,750.20","2,944.00",530.7,"1,333.90","29,93,539.60","1,306.40","14,995.10","55,01,047.50","2,108.10","4,26,935.70","10,997.40","2,732.70",549.1
30-06-2003,356.4,305.2,"42,164.80",214.7,481.8,470,"16,644.40","2,949.60",509.1,"1,336.50","29,32,472.50","1,308.90","14,838.90","55,17,787.50","2,130.20","4,25,292.90","10,861.00","2,798.40",535.6
31-07-2003,351,308.6,"41,650.80",216.2,484.5,477.2,"16,221.20","2,905.50",493.1,"1,316.40","29,27,223.50","1,289.30","14,661.40","54,43,793.00","2,138.50","4,14,344.20","10,654.60","2,642.40",530.5
29-08-2003,359.8,322.3,"42,685.30",225.7,502.3,496.5,"16,519.70","2,977.80",504.8,"1,349.20","30,62,361.60","1,321.40","14,981.90","55,82,609.50","2,209.90","4,24,058.00","10,923.30","2,654.20",552
30-09-2003,379,336.6,"43,534.80",234.8,516.7,520.7,"17,365.00","3,136.60",522.3,"1,421.20","32,03,889.10","1,391.80","15,333.20","58,86,781.50","2,327.30","4,41,404.80","11,593.60","2,766.40",571.6
31-10-2003,378.9,323.8,"41,494.50",225.8,501.2,501.4,"17,192.50","3,136.20",544.9,"1,421.00","31,97,803.70","1,391.70","15,047.30","59,00,480.40","2,327.00","4,42,361.40","11,413.80","2,639.20",546
28-11-2003,389.9,333,"42,569.20",230.8,511.7,519.2,"17,754.10","3,227.30",575.9,"1,462.30","33,14,490.20","1,432.10","15,557.40","60,97,368.20","2,397.10","4,62,524.70","11,617.50","2,615.20",544.3
31-12-2003,407,331.6,"43,858.30",232.7,534.8,515.3,"18,538.10","3,368.40",584.4,"1,526.20","34,54,856.70","1,494.70","16,167.20","63,63,716.20","2,506.60","4,84,820.50","11,980.70","2,647.10",551
30-01-2004,413.8,327.8,"43,995.10",227,536.4,513.4,"18,791.50","3,424.90",557.9,"1,551.80","34,69,142.50","1,519.90","16,176.70","64,83,259.40","2,550.70","4,89,501.40","11,927.30","2,868.90",536.7
27-02-2004,404.9,320.2,"43,183.30",216.7,538.2,503.9,"18,320.60","3,351.20",538.5,"1,518.40","34,13,826.10","1,487.10","15,823.50","63,66,998.70","2,500.80","4,72,060.50","11,541.50","2,730.30",520.9
31-03-2004,406.7,331.5,"44,096.50",222.6,539.8,519.3,"18,282.80","3,366.00",537.3,"1,525.10","34,89,166.90","1,493.70","16,041.90","64,05,302.70","2,517.30","4,74,074.50","11,602.90","2,686.10",542
30-04-2004,403.3,336.5,"43,462.20",223.9,541.1,523.2,"17,717.70","3,337.80",551.2,"1,512.30","34,75,687.60","1,481.30","15,907.90","63,40,725.80","2,496.50","4,64,863.60","11,585.10","2,655.20",542.8
31-05-2004,383.8,319.6,"43,104.70",214.7,528.8,492,"17,356.60","3,176.60",583.5,"1,439.30","34,57,991.50","1,409.80","15,572.30","60,42,455.80","2,374.40","4,51,861.00","11,126.80","2,603.40",545.7
30-06-2004,392.4,323.1,"42,935.10",214.6,532.8,490.5,"17,859.00","3,247.60",586.1,"1,471.50","36,86,023.60","1,441.20","16,009.00","61,72,386.50","2,432.60","4,54,473.60","11,391.40","2,517.20",565.4
30-07-2004,398.1,324.5,"43,568.60",216,526.3,495.4,"18,332.40","3,294.90",578.8,"1,493.00","35,97,515.20","1,462.30","16,294.40","62,63,225.50","2,471.70","4,61,022.00","11,576.80","2,439.80",556
31-08-2004,400.5,328.4,"44,143.00",219.9,525.4,505.2,"18,558.80","3,314.90",591.7,"1,502.00","37,03,921.20","1,471.20","16,617.10","63,12,155.80","2,488.60","4,63,758.70","11,703.80","2,585.30",562.8
30-09-2004,405.3,331.6,"44,624.80",226,521.8,511.7,"18,672.90","3,354.30",609.6,"1,519.90","37,21,917.60","1,488.80","16,801.20","63,85,381.00","2,524.60","4,65,415.80","11,841.90","2,646.30",576.9
29-10-2004,420.5,336.5,"45,749.60",232.7,524.3,518.9,"19,244.30","3,480.00",626.3,"1,576.90","38,26,600.70","1,544.50","17,360.00","66,23,763.50","2,623.90","4,79,976.90","12,215.40","2,683.40",573.2
30-11-2004,439.4,338,"45,997.20",236.1,525.5,514.2,"19,824.80","3,636.50",637.1,"1,647.80","39,60,761.10","1,613.80","17,695.30","69,24,127.10","2,736.00","4,77,227.90","12,550.30","2,651.70",569.9
31-12-2004,442.1,330.6,"45,950.20",229.1,538.8,507.5,"19,452.80","3,658.80",620.3,"1,657.90","40,74,462.20","1,623.70","17,350.80","69,73,810.00","2,748.70","4,65,204.10","12,344.50","2,540.20",577.5
31-01-2005,424,323.8,"43,799.70",225.9,519.7,501.1,"18,560.10","3,509.50",574.5,"1,590.30","39,00,531.60","1,557.30","16,422.50","66,92,276.30","2,497.60","4,40,219.60","11,858.60","2,541.00",554.1
28-02-2005,423.4,325.1,"44,434.30",224.2,524.5,504,"18,498.60","3,503.90",556,"1,587.70","39,16,246.80","1,554.90","16,281.90","66,87,706.50","2,460.40","4,32,937.90","11,835.50","2,541.40",541.4
31-03-2005,434.3,328.8,"45,668.60",227.7,527.7,509.5,"18,976.90","3,594.70",568.6,"1,628.90","40,72,696.20","1,595.30","16,746.50","68,66,969.30","2,520.30","4,37,406.60","11,999.40","2,612.90",552.6
29-04-2005,429.2,331.7,"46,016.80",226.4,530.8,513.2,"18,774.00","3,552.50",585.3,"1,609.80","41,02,012.50","1,576.60","16,972.90","67,93,937.20","2,489.50","4,33,728.00","11,934.10","2,640.10",555
31-05-2005,421.9,332.5,"45,008.30",227.6,529.6,513.8,"18,342.60","3,491.60",578.4,"1,582.10","39,98,499.80","1,549.60","16,799.40","66,83,503.90","2,450.50","4,22,911.10","11,792.00","2,674.90",551.2
30-06-2005,430.7,354.3,"46,838.10",236.9,534,545.6,"18,761.50","3,564.30",585.1,"1,615.10","41,47,689.40","1,582.00","17,623.60","68,31,312.90","2,497.70","4,36,255.70","12,282.10","2,903.70",561.6
29-07-2005,424.5,352.6,"47,528.40",242.4,519.4,549.5,"18,468.10","3,489.50",567.5,"1,591.90","41,63,573.40","1,559.20","17,696.50","67,35,955.20","2,453.80","4,39,908.30","12,181.80","2,845.80",564.2
31-08-2005,437.9,356.1,"48,431.80",244.1,527.6,553,"19,101.20","3,548.10",589,"1,642.40","43,62,871.30","1,608.60","18,012.80","69,51,460.90","2,528.00","4,47,118.80","12,471.70","2,829.90",574.7
30-09-2005,456.1,372.6,"50,717.60",252.4,537.1,577.5,"20,027.30","3,690.30",612,"1,710.50","46,67,448.80","1,675.10","18,713.70","72,43,175.60","2,629.90","4,69,819.20","12,948.90","2,900.30",596
31-10-2005,469.9,390.8,"53,986.70",266.4,553.4,605.3,"21,070.90","3,801.10",637.7,"1,762.60","47,39,224.10","1,726.00","19,221.20","74,73,300.20","2,707.30","4,91,797.00","13,421.80","3,094.50",623.5
30-11-2005,476.7,404.5,"56,482.80",275,563.1,625.3,"21,788.10","3,853.20",647.5,"1,787.80","47,80,978.60","1,751.00","19,602.90","75,81,071.60","2,745.70","4,95,948.20","13,716.30","3,171.60",648.1
30-12-2005,510.1,430.1,"60,551.70",291.7,591.9,665.1,"23,323.80","4,119.60",689.9,"1,913.40","50,22,153.60","1,873.60","20,972.80","81,14,832.80","2,932.00","5,22,738.00","14,694.50","3,241.90",685.2
31-01-2006,549.9,453.2,"63,470.10",310.8,636.3,702,"24,383.70","4,434.70",732.9,"2,062.50","51,99,455.40","2,019.70","21,735.30","87,50,613.00","3,154.40","5,39,630.30","15,577.20","3,335.60",732.2
28-02-2006,555,464.8,"65,454.50",317.6,637.7,724.5,"24,599.70","4,468.00",735.9,"2,081.80","51,36,369.00","2,038.50","21,857.40","88,37,390.40","3,182.80","5,38,391.60","15,653.40","3,393.40",748.4
31-03-2006,557.1,463.1,"65,346.50",319.4,644.7,726.9,"24,788.90","4,475.90",744.6,"2,089.60","51,01,229.90","2,046.30","21,704.50","88,65,603.70","3,197.70","5,43,166.10","15,518.50","3,479.50",766.9
28-04-2006,610.7,496.9,"71,363.80",345.1,698.2,782.5,"27,442.20","4,893.70",814.7,"2,290.40","54,47,303.60","2,243.00","23,177.20","97,28,884.40","3,509.90","5,81,505.10","16,806.00","3,711.20",828
31-05-2006,675.4,528.7,"75,415.20",361.1,749.7,822.6,"30,626.10","5,412.50",973.1,"2,532.70","60,90,731.90","2,480.60","25,659.20","1,07,85,875.90","3,893.10","6,35,459.90","18,264.10","4,276.70",883.8
30-06-2006,596.2,470.6,"68,316.20",323.3,663.9,734.2,"27,454.60","4,772.50",953.7,"2,235.90","55,82,836.90","2,189.40","22,875.20","95,28,298.60","3,435.00","5,69,030.40","16,088.00","4,159.00",805.8
31-07-2006,633.7,499.5,"73,337.70",343.6,715.2,783.8,"29,448.90","5,063.50",982.2,"2,376.70","57,84,887.00","2,327.60","24,067.30","1,01,37,682.40","3,644.00","6,02,559.90","17,054.50","4,479.80",842.6
31-08-2006,632.6,493.8,"73,310.40",334.1,708.1,779.3,"29,432.50","5,043.60",928.3,"2,372.50","57,50,943.30","2,323.50","23,789.50","1,01,27,734.60","3,633.20","6,07,987.10","16,925.50","4,392.00",829
29-09-2006,598.2,469.8,"70,088.10",317.3,667.5,744.1,"27,581.00","4,745.70",887,"2,243.50","54,73,575.90","2,197.10","22,401.10","95,90,804.50","3,433.70","5,70,038.20","16,003.70","4,445.90",791.6
31-10-2006,585.8,464.1,"69,466.50",312.2,660.9,738,"26,626.10","4,628.70",864.9,"2,196.80","53,72,789.20","2,151.60","21,853.00","94,08,537.10","3,360.80","5,58,500.60","15,734.50","4,471.70",776.7
30-11-2006,627.8,487.1,"73,631.70",328.3,713.4,775.4,"28,147.40","4,936.60",915.3,"2,354.60","57,36,747.70","2,306.00","22,929.80","1,00,99,802.40","3,593.20","5,87,283.00","16,693.30","4,551.10",812.3
29-12-2006,629.8,476.6,"73,711.40",320.8,725.4,760.8,"28,115.40","4,927.40",902.5,"2,362.00","57,24,869.70","2,313.10","22,459.20","1,01,18,463.50","3,600.30","5,82,265.70","16,552.20","4,434.80",801.6
31-01-2007,631.2,485.9,"76,036.80",322.2,742.2,784.9,"27,963.40","4,915.60",899.9,"2,367.30","57,28,806.60","2,318.20","22,297.70","1,01,33,408.80","3,599.90","5,91,362.40","16,724.10","4,538.10",806.6
28-02-2007,664.8,508,"80,086.10",339.4,778.2,823.5,"29,353.50","5,151.90",928.6,"2,493.20","60,27,928.90","2,441.30","23,751.80","1,06,30,837.10","3,788.30","6,22,944.90","17,484.60","4,765.10",848.8
30-03-2007,654.9,494.5,"76,827.90",336.3,765.5,797.9,"28,786.90","5,068.00",922.5,"2,455.70","60,02,953.70","2,404.80","22,959.20","1,04,85,800.60","3,733.60","6,17,623.70","17,095.30","4,816.80",826
30-04-2007,679.4,502.2,"80,795.40",341.4,770,822.9,"28,613.60","5,247.40",921.6,"2,548.00","61,77,227.60","2,494.90","23,694.90","1,08,95,214.60","3,866.00","6,32,278.80","17,536.60","4,821.80",820.2
31-05-2007,666.9,493.5,"80,555.60",336.2,730.5,814.7,"27,240.70","5,119.10",890.2,"2,501.00","58,94,826.20","2,449.10","23,089.60","1,07,08,150.40","3,794.40","6,18,938.60","17,222.80","4,682.90",808.2
29-06-2007,655.5,488.3,"80,396.60",329.9,698.3,808.2,"26,731.30","5,003.30",865.5,"2,458.40","58,82,048.80","2,407.50","22,665.40","1,05,62,491.90","3,733.60","6,08,393.90","16,983.80","4,692.60",778.3
31-07-2007,665.3,484.8,"80,810.30",326.9,699.1,803.2,"26,887.90","5,040.20",851.2,"2,495.20","60,35,334.50","2,443.50","22,421.70","1,07,34,620.60","3,780.30","6,10,974.10","16,986.60","4,638.60",767.4
31-08-2007,665.4,488.4,"77,661.70",331,704.3,800.4,"27,168.30","5,040.10",875.5,"2,495.80","62,32,128.10","2,443.80","22,747.00","1,07,87,033.60","3,763.50","6,22,004.40","17,051.50","4,809.40",803.6
28-09-2007,712.7,512.2,"81,994.00",353,731.3,844.4,"28,714.80","5,360.90",897.6,"2,669.70","66,27,310.40","2,616.80","24,412.40","1,15,43,244.90","4,012.60","6,61,858.60","18,022.50","5,061.20",841.7
31-10-2007,754.6,530.4,"87,446.00",369.1,736.1,886.4,"29,816.50","5,661.20",905.9,"2,822.60","68,63,461.60","2,770.90","25,775.80","1,21,36,870.60","4,182.70","6,90,560.50","18,775.40","5,101.10",839.5
30-11-2007,806.3,549.2,"89,476.60",389.4,779.5,905.4,"31,817.90","5,983.30",961,"3,007.10","74,70,788.40","2,958.90","27,318.30","1,29,51,041.60","4,444.60","7,40,911.70","19,723.90","5,413.40",900.2
31-12-2007,803.2,551.2,"90,155.80",397.3,807.2,914.5,"31,692.20","5,924.60",948.3,"3,010.40","75,04,678.70","2,950.00","27,075.50","1,28,84,453.10","4,443.30","7,47,520.80","19,729.90","5,485.40",921.5
31-01-2008,889.6,604.4,"95,794.00",451.9,899.5,978.8,"35,019.30","6,445.30","1,046.50","3,336.20","83,68,243.30","3,267.20","29,517.30","1,42,20,785.00","4,903.50","8,38,738.40","21,770.00","6,242.80","1,009.30"
29-02-2008,922.3,625,"98,751.20",469.6,921.7,"1,004.40","36,670.40","6,608.30","1,104.00","3,458.20","84,70,551.20","3,387.00","30,026.10","1,47,15,262.60","5,080.40","8,71,151.20","22,587.50","7,068.10","1,009.50"
31-03-2008,968.4,623.4,"97,672.80",483.2,969.1,979.6,"39,072.70","6,851.30","1,208.30","3,630.60","88,81,283.70","3,556.20","30,444.20","1,54,13,530.50","5,296.40","9,49,638.00","22,959.90","7,732.20","1,047.60"
30-04-2008,909.7,577.5,"93,433.20",459.3,922.4,922.8,"36,420.50","6,366.50","1,182.30","3,411.90","83,71,536.10","3,341.10","28,740.60","1,46,60,958.30","4,934.10","8,98,325.40","21,396.70","7,061.40",977.4
30-05-2008,888.7,571.3,"92,738.90",452.4,887.7,928.4,"37,467.40","6,196.80","1,107.10","3,332.90","82,43,454.80","3,264.00","28,510.70","1,43,72,906.60","4,758.90","9,20,251.50","21,082.10","6,760.10",935.7
30-06-2008,889.5,571.5,"95,072.90",452.3,904.4,922.2,"38,152.80","6,135.40","1,098.70","3,335.70","82,59,594.50","3,267.10","29,534.60","1,46,98,466.20","4,752.70","9,17,387.90","21,024.50","7,061.10",935.1
31-07-2008,939.8,596.3,"1,00,388.20",472.6,952.2,965.9,"40,218.70","6,425.10","1,138.90","3,524.00","86,01,951.00","3,451.80","31,462.60","1,57,88,795.70","4,993.60","9,55,872.50","21,949.90","7,170.10",977.2
29-08-2008,839,560.7,"91,795.60",444.4,884.2,909,"36,048.40","5,749.40",989.9,"3,146.60","76,83,241.80","3,081.80","28,380.50","1,39,37,168.00","4,469.20","8,76,471.40","20,317.10","6,425.70",951
30-09-2008,829.9,577.9,"88,485.60",461.3,878.1,920.2,"37,846.50","5,674.40","1,032.80","3,114.50","77,76,498.80","3,048.40","28,419.80","1,37,82,931.50","4,507.10","9,39,714.70","21,016.60","6,699.40","1,014.40"
31-10-2008,806.6,606.6,"80,896.00",477,949.9,921.6,"39,183.30","5,514.70","1,189.40","3,031.40","80,62,343.50","2,963.00","27,761.90","1,34,58,075.40","4,465.90","10,67,626.70","21,339.40","7,831.20","1,175.10"
28-11-2008,760.9,597.5,"73,694.30",497.3,928.1,907.1,"37,307.30","5,197.20","1,217.10","2,854.80","88,95,402.40","2,794.70","26,692.10","1,28,90,450.40","4,205.60","10,67,800.40","20,800.10","7,707.40","1,158.50"
31-12-2008,816.1,607.4,"74,451.00",548.6,"1,008.50",936.7,"39,751.90","5,592.80","1,264.00","3,061.90","92,55,218.90","2,997.60","28,622.50","1,39,03,900.70","4,500.10","11,21,835.10","22,885.20","8,140.30","1,219.70"
30-01-2009,858.7,648.8,"77,443.20",594.4,"1,052.30",968.3,"41,980.50","5,874.60","1,380.90","3,221.10","95,67,864.60","3,154.20","29,972.50","1,50,07,311.80","4,744.60","11,68,847.40","27,650.00","8,521.50","1,272.90"
27-02-2009,943.2,736.8,"87,700.60",654.7,"1,174.50","1,097.80","46,517.00","6,448.90","1,570.60","3,537.60","1,11,98,305.10","3,464.30","33,327.00","1,64,88,954.60","5,252.30","13,61,449.00","33,769.90","9,416.80","1,450.30"
31-03-2009,924.3,708.7,"90,428.00",652.3,"1,168.70","1,068.00","47,385.30","6,318.80","1,582.30","3,466.50","1,09,48,999.70","3,394.90","33,052.00","1,62,29,873.60","5,206.90","13,40,498.70","31,987.20","9,197.60","1,389.20"
30-04-2009,890.2,674.5,"87,864.90",605.1,"1,090.40","1,021.60","44,642.30","6,081.20","1,432.90","3,338.70","98,04,893.80","3,269.80","31,533.60","1,58,25,417.40","5,013.60","11,87,831.80","29,828.50","7,974.90","1,245.60"
29-05-2009,928.6,679.6,"89,566.90",601.4,"1,068.70","1,027.10","45,113.70","6,337.90","1,444.80","3,482.60","96,28,707.50","3,410.80","32,145.30","1,65,09,064.90","5,221.20","11,66,643.40","29,639.80","7,774.80","1,212.30"
30-06-2009,945.7,674.6,"91,393.00",577.7,"1,065.20","1,022.20","45,179.50","6,462.60","1,462.50","3,546.50","96,43,833.60","3,473.00","32,269.40","1,68,28,989.40","5,296.60","11,94,751.70","29,379.80","7,601.50","1,178.40"
31-07-2009,934.2,663.2,"88,154.40",570.5,"1,049.50","1,007.40","45,272.30","6,382.60","1,417.50","3,503.60","94,34,175.70","3,431.30","31,808.10","1,66,37,569.70","5,208.70","11,78,886.10","29,433.30","7,426.90","1,161.70"
31-08-2009,949.4,665.5,"90,181.10",573.9,"1,032.10","1,014.30","45,879.50","6,486.60","1,412.20","3,560.30","94,65,740.50","3,487.00","32,297.60","1,69,12,078.10","5,256.90","11,76,958.20","30,053.50","7,546.50","1,137.10"
30-09-2009,996.6,684.1,"91,049.40",610.8,"1,077.80","1,035.90","48,232.90","6,805.00","1,484.30","3,737.40","98,14,191.30","3,660.40","33,693.40","1,77,71,208.60","5,493.80","12,10,125.00","30,621.80","7,476.40","1,155.80"
30-10-2009,"1,043.20",704.2,"94,233.80",644.4,"1,099.60","1,065.90","48,734.10","7,121.80","1,536.50","3,912.00","98,89,955.20","3,831.50","34,850.60","1,86,20,281.90","5,711.40","12,27,716.20","30,711.60","7,802.40","1,151.00"
30-11-2009,"1,127.00",755.6,"1,00,449.90",679.3,"1,193.70","1,141.00","52,517.30","7,694.80","1,683.60","4,226.60","1,06,62,264.60","4,139.70","37,495.80","2,02,43,984.70","6,153.00","13,11,092.00","32,630.90","8,456.40","1,226.10"
31-12-2009,"1,134.70",776.2,"1,01,632.40",697.6,"1,197.80","1,167.20","52,899.20","7,747.50","1,710.80","4,256.10","1,07,39,326.10","4,167.90","37,669.30","2,09,66,597.70","6,221.20","13,23,278.20","34,166.40","8,494.80","1,255.10"
29-01-2010,"1,118.00",783,"1,01,836.50",691.7,"1,166.00","1,155.30","51,332.60","7,632.40","1,645.70","4,192.50","1,03,67,338.40","4,106.30","36,927.80","2,06,53,925.90","6,088.90","12,72,516.90","33,331.00","8,336.70","1,224.10"
26-02-2010,"1,095.40",800.7,"98,749.70",701.1,"1,157.30","1,174.40","50,754.60","7,479.90","1,664.50","4,107.90","1,02,34,473.30","4,023.50","36,303.10","2,05,42,063.70","6,007.00","12,68,573.70","33,030.40","8,409.10","1,235.70"
31-03-2010,"1,113.30",820.2,"1,00,980.60",739.4,"1,139.00","1,186.90","50,646.50","7,600.00","1,707.80","4,175.20","1,02,06,537.50","4,089.30","36,193.70","2,12,39,355.30","6,109.60","12,65,045.80","32,913.90","8,245.70","1,220.40"
30-04-2010,"1,148.70",856.5,"1,07,291.00",748.9,"1,154.80","1,228.50","51,111.60","7,840.90","1,711.90","4,307.80","1,03,66,215.00","4,219.10","37,075.10","2,18,41,662.40","6,351.00","12,80,946.90","33,527.50","8,448.70","1,239.40"
31-05-2010,"1,205.40",962.4,"1,10,675.40",823.3,"1,256.00","1,364.60","55,374.20","8,230.50","1,874.10","4,520.70","1,10,92,826.40","4,427.50","39,041.70","2,29,06,563.10","6,777.10","14,14,632.50","36,832.80","9,241.10","1,391.30"
