Date,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
30-06-2010,"1,232.90","1,009.10","1,11,939.20",835.4,"1,280.10","1,387.60","57,424.20","8,406.20","1,946.00","4,623.80","1,12,76,776.50","4,528.40","40,020.10","2,34,11,944.60","6,999.60","14,98,975.90","38,511.10","9,422.60","1,444.70"
30-07-2010,"1,193.00",933,"1,04,400.70",780.5,"1,245.20","1,257.00","55,870.30","8,084.60","1,836.20","4,474.20","1,07,86,410.40","4,381.60","38,550.10","2,27,64,777.90","6,797.00","14,36,578.60","36,520.20","8,994.00","1,361.80"
31-08-2010,"1,215.80",942.2,"1,03,851.80",776.5,"1,265.10","1,264.10","56,626.80","8,252.20","1,836.20","4,559.20","1,09,11,984.00","4,465.60","38,608.80","2,34,03,298.10","6,921.00","14,35,192.80","36,930.80","8,862.60","1,350.80"
30-09-2010,"1,271.00",971.2,"1,07,233.90",816,"1,313.40","1,272.40","58,470.20","8,567.20","1,896.20","4,766.50","1,13,96,270.90","4,668.20","39,151.70","2,47,58,075.60","7,249.40","14,74,328.10","39,129.90","9,048.90","1,354.30"
29-10-2010,"1,342.00",965.8,"1,09,748.10",846.2,"1,366.40","1,299.90","59,620.60","8,948.80","1,911.90","5,032.80","1,19,77,274.40","4,929.10","40,178.70","2,61,55,065.20","7,687.30","15,05,255.10","40,675.80","9,279.70","1,367.60"
30-11-2010,"1,369.90","1,004.70","1,13,089.20",858.8,"1,387.40","1,349.50","61,649.80","9,113.90","1,980.20","5,137.40","1,22,68,526.70","5,031.40","40,959.90","2,67,06,474.30","7,886.20","15,49,817.30","42,479.90","9,560.60","1,386.10"
31-12-2010,"1,390.60","1,051.30","1,16,026.00",890.5,"1,402.20","1,349.50","62,747.10","9,252.40","2,110.90","5,215.00","1,25,44,223.80","5,107.40","41,854.50","2,71,11,021.70","8,058.60","15,92,468.60","42,936.10","9,509.10","1,402.80"
31-01-2011,"1,356.40","1,015.50","1,12,130.30",858.7,"1,348.60","1,299.40","61,622.00","8,953.30","2,123.90","5,086.80","1,22,63,763.20","4,982.00","41,486.90","2,64,46,262.10","7,887.50","15,17,914.90","40,826.90","9,411.40","1,362.90"
28-02-2011,"1,372.70","1,005.10","1,13,332.40",851,"1,355.60","1,303.50","62,336.20","9,035.50","2,183.00","5,148.20","1,22,27,247.80","5,041.90","42,142.10","2,79,01,037.90","8,072.20","15,32,491.10","40,138.80","9,861.80","1,361.00"
31-03-2011,"1,424.00","1,015.90","1,16,230.10",881.4,"1,391.00","1,308.10","64,047.90","9,347.90","2,246.70","5,340.50","1,24,70,028.70","5,230.30","43,217.80","2,97,21,581.00","8,440.90","15,95,134.70","40,456.10","9,836.50","1,408.20"
29-04-2011,"1,473.80","1,021.30","1,22,926.00",901.5,"1,413.10","1,326.40","65,435.30","9,623.70","2,244.00","5,527.10","1,27,52,712.90","5,413.20","44,330.00","3,07,51,543.10","8,779.80","15,99,463.80","41,397.60","9,919.10","1,396.30"
31-05-2011,"1,510.40","1,056.10","1,22,497.60",925.9,"1,463.70","1,321.40","67,912.00","9,812.10","2,384.50","5,664.50","1,29,38,906.50","5,547.80","45,718.60","3,11,53,238.90","8,981.30","16,39,353.70","42,249.00","10,384.00","1,417.30"
30-06-2011,"1,528.70","1,061.60","1,22,966.10",942.8,"1,494.10","1,284.60","68,539.20","9,897.50","2,449.00","5,732.90","1,30,93,595.60","5,614.70","46,643.30","3,14,33,340.90","9,093.90","16,52,626.70","42,756.30","10,376.50","1,440.60"
29-07-2011,"1,572.80","1,101.00","1,24,721.70",973.7,"1,502.90","1,293.20","69,847.60","10,157.80","2,606.80","5,898.40","1,34,17,906.20","5,776.90","47,298.70","3,23,57,237.70","9,369.60","16,64,109.80","43,876.30","10,671.90","1,459.00"
31-08-2011,"1,755.80","1,225.60","1,35,126.80","1,073.50","1,724.40","1,368.30","79,641.10","11,245.60","3,083.60","6,584.70","1,49,96,463.60","6,449.10","52,468.50","3,63,99,362.70","10,466.00","18,87,380.50","50,620.10","12,464.30","1,673.40"
30-09-2011,"1,771.90","1,287.30","1,36,153.70","1,122.20","1,773.90","1,544.80","84,355.20","11,322.60","3,183.60","6,645.40","1,55,52,456.40","6,508.00","53,918.80","3,69,03,969.10","10,564.90","19,83,624.70","54,386.40","13,385.00","1,731.30"
31-10-2011,"1,665.20","1,213.60","1,27,664.10","1,056.50","1,699.00","1,492.60","82,057.80","10,614.10","3,043.20","6,245.20","1,47,97,708.70","6,116.30","51,387.90","3,48,04,705.60","9,938.90","19,17,902.80","52,034.60","13,244.70","1,640.90"
30-11-2011,"1,739.00","1,282.40","1,34,810.90","1,100.10","1,782.40","1,578.60","88,315.40","11,056.10","3,152.90","6,521.80","1,57,28,244.60","6,387.30","53,829.40","3,65,57,324.20","10,407.20","19,72,470.40","53,610.70","14,176.40","1,721.40"
30-12-2011,"1,652.30","1,253.30","1,28,625.50","1,060.20","1,691.90","1,540.60","86,477.00","10,490.40","3,086.50","6,196.70","1,50,00,780.10","6,068.90","51,456.00","3,47,19,320.90","9,942.30","18,94,463.20","52,131.50","13,559.40","1,633.60"
31-01-2012,"1,656.10","1,283.40","1,27,405.50","1,067.40","1,677.60","1,553.30","84,585.90","10,459.00","3,043.40","6,210.90","1,50,09,718.80","6,082.90","52,196.80","3,47,69,768.50","9,994.20","18,90,377.30","51,795.90","13,257.00","1,590.30"
29-02-2012,"1,742.60","1,316.40","1,36,935.40","1,102.60","1,736.90","1,589.00","85,730.10","10,979.50","3,062.90","6,535.30","1,57,35,874.10","6,400.60","53,499.20","3,63,64,363.80","10,515.20","19,56,794.60","51,871.30","13,321.30","1,623.80"
30-03-2012,"1,673.80","1,267.00","1,38,016.90","1,057.60","1,663.10","1,527.90","84,357.20","10,566.50","2,997.80","6,277.40","1,53,36,456.20","6,147.70","51,401.40","3,48,63,688.70","10,101.80","18,85,720.70","49,124.30","12,729.20","1,589.90"
30-04-2012,"1,650.10","1,252.80","1,34,030.40","1,030.10","1,637.40","1,506.00","85,497.40","10,395.80","2,947.60","6,188.20","1,51,37,644.30","6,060.70","50,931.50","3,43,66,479.30","9,970.90","18,73,646.10","48,610.90","12,923.50","1,593.30"
31-05-2012,"1,585.50","1,240.40","1,26,335.30",997.2,"1,602.50","1,490.10","86,441.20","10,021.50","2,873.60","5,946.10","1,47,80,870.80","5,823.60","49,660.40","3,30,43,215.40","9,578.40","18,36,837.60","49,119.30","12,953.10","1,591.30"
29-06-2012,"1,596.70","1,272.50","1,26,786.70","1,025.50","1,638.80","1,528.20","89,494.50","10,156.20","2,903.70","5,988.30","1,50,76,410.50","5,864.70","50,510.30","3,34,10,949.10","9,658.80","18,56,477.80","52,302.10","13,372.60","1,594.60"
31-07-2012,"1,593.90","1,296.80","1,25,911.80","1,022.30","1,616.30","1,557.60","88,322.20","10,157.40","2,887.30","5,977.60","1,50,52,947.20","5,854.50","50,412.90","3,32,43,063.90","9,665.30","18,20,940.00","51,764.90","13,147.30","1,547.50"
31-08-2012,"1,626.00","1,311.20","1,27,972.40","1,034.50","1,614.10","1,574.80","90,235.20","10,343.30","2,921.60","6,098.30","1,54,44,821.00","5,972.40","51,094.40","3,38,80,370.10","9,891.90","18,40,536.90","51,947.80","13,425.40","1,552.50"
28-09-2012,"1,744.50","1,355.30","1,36,343.80","1,082.50","1,706.90","1,638.80","94,946.80","11,029.40","3,141.50","6,542.20","1,66,72,902.30","6,407.40","54,020.60","3,63,58,357.70","10,631.30","19,60,002.00","54,714.50","14,414.50","1,677.40"
31-10-2012,"1,747.00","1,346.60","1,37,979.70","1,086.60","1,723.50","1,629.00","92,797.10","10,966.30","3,148.60","6,551.70","1,67,71,292.60","6,416.90","53,613.20","3,64,37,084.50","10,658.00","19,32,717.80","54,393.70","15,122.60","1,697.00"
30-11-2012,"1,721.10","1,341.20","1,39,481.30","1,078.20","1,715.80","1,616.10","94,385.00","10,735.10","3,086.40","6,454.80","1,65,58,563.70","6,321.70","52,847.80","3,58,68,397.30","10,507.60","18,71,531.90","53,967.00","15,161.40","1,654.10"
31-12-2012,"1,688.50","1,288.20","1,40,913.40","1,046.10","1,669.90","1,557.60","92,196.30","10,528.90","3,015.10","6,332.50","1,62,78,815.70","6,202.00","51,723.00","3,51,81,636.30","10,391.50","18,17,422.20","51,892.90","14,558.30","1,610.50"
31-01-2013,"1,671.00","1,256.00","1,48,910.50","1,047.00","1,657.70","1,543.80","90,548.60","10,400.00","2,957.90","6,266.70","1,61,30,265.80","6,137.60","50,193.50","3,48,11,136.50","10,979.20","17,82,900.20","50,482.90","14,712.40","1,591.20"
28-02-2013,"1,627.60","1,219.20","1,51,506.80","1,051.70","1,643.90","1,499.30","87,658.60","10,146.10","2,893.20","6,103.90","1,57,53,317.60","5,978.20","48,532.20","3,39,24,569.70","10,945.20","17,69,597.30","49,171.60","14,454.30","1,578.70"
29-03-2013,"1,592.90","1,229.00","1,51,081.70","1,056.50","1,631.80","1,507.50","86,744.60","9,901.60","2,881.10","5,973.60","1,54,67,589.40","5,850.60","47,015.00","3,33,42,650.00","10,794.60","17,57,691.30","49,095.20","14,652.80","1,540.30"
30-04-2013,"1,485.10","1,139.70","1,45,447.30",969.8,"1,512.60","1,390.60","80,698.00","9,186.90","2,666.80","5,569.40","1,44,40,081.50","5,454.60","43,167.40","3,10,44,894.40","10,221.00","16,66,773.10","46,535.10","13,508.60","1,430.90"
31-05-2013,"1,413.50","1,089.00","1,42,732.20",924.5,"1,441.70","1,351.60","77,773.00","8,680.40","2,582.60","5,301.10","1,37,92,891.70","5,191.80","42,098.10","2,95,71,946.90","9,848.40","15,73,577.10","44,317.80","13,236.40","1,427.30"
28-06-2013,"1,342.40","1,016.90","1,30,456.60",866.1,"1,383.70","1,252.40","78,376.10","8,234.40","2,550.10","5,034.30","1,33,08,235.00","4,930.50","41,375.50","2,82,04,125.80","9,395.00","15,22,742.20","43,394.50","13,428.40","1,421.10"
31-07-2013,"1,286.70",983.3,"1,28,251.30",847.7,"1,338.50","1,215.70","76,868.30","7,893.00","2,486.40","4,825.70","1,29,91,250.60","4,726.20","40,044.40","2,72,76,576.50","9,018.30","14,48,367.80","42,157.70","12,764.70","1,404.90"
30-08-2013,"1,347.10","1,011.90","1,31,762.90",868.9,"1,400.90","1,247.50","84,870.00","8,246.50","2,641.90","5,052.20","1,43,07,721.00","4,947.90","42,534.30","2,84,33,292.70","9,415.50","15,03,758.80","44,481.10","13,562.60","1,490.60"
30-09-2013,"1,348.80","1,010.30","1,33,864.60",850.5,"1,396.90","1,246.10","86,172.90","8,254.50","2,722.00","5,058.60","1,52,04,643.70","4,954.20","42,734.40","2,84,70,547.20","9,313.50","14,61,521.60","43,943.80","13,464.80","1,453.40"
31-10-2013,"1,316.20",964.9,"1,28,743.80",818,"1,364.20","1,188.30","81,058.50","8,033.40","2,611.40","4,936.20","1,45,52,871.30","4,834.40","41,071.40","2,77,71,547.30","9,071.40","14,03,768.60","42,206.20","13,037.80","1,383.20"
29-11-2013,"1,275.80",945.7,"1,27,730.10",792.3,"1,338.60","1,164.90","79,979.40","7,773.50","2,583.40","4,784.90","1,47,18,649.20","4,686.10","40,378.00","2,69,20,257.90","8,788.70","13,56,313.10","41,787.60","13,025.90","1,369.90"
31-12-2013,"1,225.40",894,"1,26,489.20",748.4,"1,303.70","1,094.30","75,739.80","7,445.50","2,520.40","4,596.00","1,46,93,834.80","4,500.90","39,576.00","2,58,59,548.10","8,452.40","12,94,103.10","40,312.60","12,712.40","1,362.60"
31-01-2014,"1,244.80",914.4,"1,29,165.00",756,"1,362.20","1,125.40","77,346.90","7,532.80","2,767.90","4,668.70","1,50,61,542.90","4,572.20","40,999.20","2,62,35,842.00","8,665.30","13,29,899.30","42,104.70","13,557.90","1,405.90"
28-02-2014,"1,301.00",951.8,"1,32,879.30",785.3,"1,437.60","1,162.40","80,800.00","7,911.50","2,870.10","4,879.30","1,55,02,332.80","4,778.50","42,417.40","2,74,32,771.10","9,057.60","13,92,175.90","45,953.80","14,242.00","1,449.10"
31-03-2014,"1,336.10",966,"1,36,678.40",803.7,"1,483.70","1,176.00","81,431.20","8,248.20","2,956.00","5,010.80","1,52,66,517.40","4,907.40","43,246.00","2,81,73,251.10","9,302.20","14,30,548.30","48,273.00","14,350.60","1,470.60"
30-04-2014,"1,299.00",940.6,"1,33,093.40",776,"1,427.20","1,146.70","78,425.90","8,086.20","2,759.60","4,871.80","1,48,46,780.10","4,771.30","41,982.30","2,73,90,517.20","9,072.40","13,54,702.40","46,342.80","13,698.50","1,395.00"
30-05-2014,"1,287.50",937.9,"1,31,039.60",764.6,"1,402.20","1,144.70","76,277.10","8,031.30","2,690.70","4,829.00","1,48,49,427.60","4,729.10","41,892.90","2,71,72,082.30","9,130.50","13,19,296.70","44,842.80","13,396.90","1,383.70"
30-06-2014,"1,279.10",940.8,"1,30,555.20",756.5,"1,385.00","1,145.70","76,423.30","7,970.10","2,711.30","4,797.60","1,52,18,844.50","4,698.10","41,565.50","2,71,69,470.90","9,145.50","13,04,015.10","43,956.00","13,662.80","1,365.80"
31-07-2014,"1,311.00",968.6,"1,33,419.20",768,"1,407.20","1,177.00","78,746.70","8,126.70","2,778.20","4,916.80","1,52,87,687.80","4,815.30","42,094.80","2,78,39,789.20","9,374.50","13,38,776.00","45,548.60","13,975.80","1,396.40"
29-08-2014,"1,296.00",972.9,"1,33,339.20",775.8,"1,415.60","1,178.90","78,903.70","7,976.50","2,797.80","4,860.60","1,51,77,995.70","4,760.20","41,492.60","2,74,60,931.00","9,267.40","13,28,122.50","46,879.80","13,818.10","1,392.30"
30-09-2014,"1,238.80",960.3,"1,32,917.10",759.9,"1,363.40","1,159.80","75,450.60","7,604.90","2,739.90","4,646.50","1,47,39,945.30","4,550.20","39,883.00","2,62,51,834.90","8,858.40","12,82,941.70","47,076.10","13,599.50","1,368.70"
31-10-2014,"1,222.50",964.3,"1,32,019.60",760.9,"1,371.10","1,164.70","75,013.30","7,487.90","2,753.20","4,586.30","1,48,41,085.00","4,490.20","39,678.50","2,59,47,871.40","8,742.30","12,97,987.90","50,062.00","13,521.10","1,392.60"
28-11-2014,"1,176.30",943.2,"1,36,891.80",746,"1,332.60","1,134.30","72,550.70","7,205.70","2,628.00","4,413.60","1,42,99,696.60","4,320.60","38,582.00","2,50,70,779.10","8,411.50","12,93,270.60","54,506.50","13,052.90","1,361.90"
31-12-2014,"1,202.30",974.3,"1,43,451.40",768.3,"1,385.60","1,171.50","75,398.10","7,438.80","2,754.40","4,512.80","1,49,74,728.10","4,416.10","39,548.60","2,56,82,703.60","8,598.30","13,27,537.70","68,568.10","13,814.70","1,455.30"
30-01-2015,"1,251.90","1,079.20","1,48,027.00",827,"1,517.90","1,177.30","77,675.80","7,785.70","2,924.50","4,702.10","1,57,33,411.60","4,598.10","40,966.50","2,67,28,956.20","9,118.00","13,62,367.10","80,909.50","14,469.90","1,552.80"
27-02-2015,"1,227.20","1,081.10","1,45,711.30",800.6,"1,534.50","1,148.20","76,118.90","7,672.20","3,025.70","4,604.20","1,56,83,479.30","4,507.50","39,974.30","2,61,67,785.90","9,361.30","13,52,362.40","78,925.50","14,218.50","1,574.90"
31-03-2015,"1,178.60","1,089.50","1,41,910.20",788,"1,486.90","1,155.10","73,659.70","7,354.00","3,058.40","4,420.70","1,54,27,028.80","4,329.10","38,462.10","2,52,55,861.60","8,981.60","13,12,752.60","70,901.40","14,244.00","1,526.00"
30-04-2015,"1,197.90","1,108.90","1,43,195.10",800.4,"1,476.40","1,150.40","75,155.00","7,429.90","3,188.70","4,492.90","1,55,12,245.10","4,400.00","38,975.50","2,58,26,020.10","9,139.60","13,00,238.30","62,929.40","14,375.40","1,546.60"
29-05-2015,"1,199.10","1,073.70","1,44,869.90",775.1,"1,460.70","1,116.90","76,411.90","7,438.10","3,166.70","4,496.70","1,57,30,518.40","4,404.20","40,213.60","2,60,69,745.90","9,139.10","13,11,960.40","60,601.40","14,349.30","1,519.50"
30-06-2015,"1,181.50","1,052.20","1,46,203.80",758.8,"1,461.30","1,101.20","75,387.50","7,330.80","3,189.00","4,431.10","1,57,24,186.80","4,339.70","39,849.30","2,57,37,967.40","9,012.40","13,16,123.50","64,540.70","14,522.60","1,531.50"
31-07-2015,"1,130.00","1,027.50","1,39,322.40",726.6,"1,451.90","1,078.30","71,879.70","7,015.70","3,051.50","4,238.10","1,51,16,961.00","4,150.70","38,791.20","2,46,12,483.00","8,821.60","12,94,933.80","64,899.10","14,077.60","1,524.70"
31-08-2015,"1,117.50","1,003.70","1,37,591.00",716.6,"1,468.40","1,082.20","72,739.00","7,083.30","3,187.70","4,191.40","1,54,26,341.50","4,104.50","39,568.70","2,47,56,712.00","8,746.00","13,17,198.30","73,342.80","14,402.30","1,529.50"
30-09-2015,"1,124.50","1,001.20","1,35,050.70",733.3,"1,492.20","1,093.50","74,464.40","7,161.80","3,392.10","4,217.30","1,62,17,513.10","4,130.30","40,506.50","2,52,82,297.70","8,803.20","13,34,006.30","75,041.20","15,357.70","1,594.30"
30-10-2015,"1,159.30","1,032.20","1,39,207.90",755.5,"1,514.50","1,122.80","75,407.20","7,360.80","3,388.90","4,347.20","1,59,69,828.20","4,257.80","41,356.90","2,59,08,470.10","9,185.00","13,26,317.10","73,125.20","15,639.40","1,608.20"
30-11-2015,"1,085.70","1,012.60","1,33,144.90",714.9,"1,441.50","1,096.60","71,817.70","6,916.90","3,124.00","4,072.80","1,48,48,980.20","3,987.70","38,861.80","2,43,48,910.70","8,574.60","12,53,428.30","70,592.20","15,370.80","1,519.30"
31-12-2015,"1,068.30",981.6,"1,30,138.90",712.1,"1,462.80","1,063.20","71,140.90","6,886.90","3,122.60","4,008.50","1,48,33,154.70","3,923.70","38,466.90","2,40,41,628.50","8,363.00","12,55,531.20","74,668.90","15,964.40","1,474.90"
29-01-2016,"1,097.40","1,010.60","1,29,712.70",762.7,"1,560.70","1,106.10","73,946.50","7,213.20","3,304.90","4,117.50","1,52,15,469.10","4,030.70","39,657.70","2,45,87,318.80","8,590.40","13,22,014.70","84,615.70","17,962.40","1,567.30"
29-02-2016,"1,199.90","1,081.20","1,37,464.40",839.4,"1,654.90","1,189.80","81,895.10","7,857.00","3,532.90","4,500.00","1,62,08,678.40","4,407.30","42,718.80","2,67,89,484.30","9,393.00","14,60,138.30","92,647.80","18,925.70","1,681.30"
31-03-2016,"1,246.30","1,119.90","1,40,766.80",874.2,"1,648.40","1,223.30","83,385.40","8,103.80","3,594.50","4,674.10","1,64,01,332.10","4,577.80","43,879.10","2,77,92,377.20","10,506.90","14,75,719.80","87,411.40","19,153.80","1,661.80"
29-04-2016,"1,242.30","1,095.10","1,36,116.90",867.7,"1,592.70","1,197.00","82,561.80","8,046.70","3,521.00","4,658.70","1,63,57,827.30","4,562.90","43,573.00","2,76,96,649.10","11,030.10","14,25,239.20","82,607.60","18,142.50","1,621.30"
31-05-2016,"1,259.40","1,114.00","1,37,208.40",867.6,"1,632.50","1,232.30","84,313.60","8,224.00","3,712.10","4,723.40","1,69,14,779.90","4,625.70","44,641.20","2,81,15,228.80","11,180.10","14,81,862.10","83,017.20","19,360.90","1,724.70"
30-06-2016,"1,276.40","1,136.00","1,34,454.40",899.8,"1,645.80","1,237.20","85,871.00","8,412.50","3,716.20","4,786.90","1,70,02,401.80","4,688.20","45,019.70","2,85,07,910.60","11,334.00","14,88,019.10","82,941.30","19,203.90","1,723.90"
29-07-2016,"1,337.30","1,209.10","1,39,208.00","1,017.50","1,743.90","1,313.50","89,833.70","8,931.50","3,968.70","5,016.00","1,75,40,609.20","4,912.00","46,875.70","2,98,26,326.60","11,874.90","15,27,718.90","86,141.30","19,267.50","1,776.20"
31-08-2016,"1,341.10","1,196.60","1,35,757.30","1,023.60","1,742.70","1,302.10","89,726.10","8,914.00","3,972.10","5,029.50","1,76,38,222.80","4,925.80","46,580.20","2,99,08,138.90","11,908.10","14,89,810.80","87,030.40","18,455.60","1,758.00"
30-09-2016,"1,326.00","1,182.70","1,35,054.60","1,008.80","1,737.40","1,291.50","88,463.40","8,847.20","3,936.20","4,974.40","1,73,79,290.50","4,870.50","46,052.90","2,95,79,056.50","11,774.00","14,71,158.80","85,433.90","18,631.60","1,747.60"
31-10-2016,"1,266.60","1,149.10","1,31,585.60","1,026.60","1,677.50","1,250.60","84,503.20","8,527.90","3,896.30","4,750.50","1,64,97,104.70","4,652.10","44,411.80","2,82,60,383.20","11,248.20","14,28,851.90","79,281.10","17,621.60","1,663.40"
30-11-2016,"1,236.00","1,145.60","1,34,057.90",993.7,"1,661.20","1,231.40","83,650.70","8,456.80","4,068.40","4,635.90","1,64,93,926.70","4,539.80","43,690.00","2,77,68,277.60","19,732.70","14,38,143.00","79,636.10","17,226.50","1,641.80"
30-12-2016,"1,151.40","1,090.70","1,33,247.90",919.9,"1,532.60","1,172.60","78,062.40","7,963.00","4,023.90","4,319.20","1,54,18,890.90","4,229.00","41,175.60","2,61,40,109.80","21,250.50","13,59,057.70","71,519.20","15,919.10","1,562.10"
31-01-2017,"1,192.60","1,121.10","1,36,890.20",965.7,"1,573.00","1,201.40","81,175.70","8,216.60","4,481.30","4,473.00","1,59,17,144.20","4,380.50","42,262.10","2,69,88,140.70","22,272.80","14,07,648.90","71,340.20","16,175.90","1,596.60"
28-02-2017,"1,234.40","1,160.20","1,39,413.30",988.3,"1,618.50","1,236.70","82,669.10","8,475.30","4,521.20","4,629.20","1,64,56,727.10","4,533.60","43,211.20","2,80,40,829.00","20,938.50","14,08,971.30","72,096.90","16,275.10","1,610.40"
31-03-2017,"1,231.10","1,152.30","1,38,969.00",997.3,"1,648.20","1,233.60","81,034.80","8,484.90","4,520.70","4,616.90","1,64,22,074.80","4,521.60","42,920.20","2,80,47,367.30","21,814.60","13,95,678.30","71,261.10","15,914.70","1,615.30"
28-04-2017,"1,265.60","1,180.80","1,39,580.50","1,001.00","1,702.70","1,266.70","81,732.10","8,719.10","4,621.90","4,746.70","1,68,46,229.60","4,648.60","43,633.20","2,87,33,010.60","22,881.00","14,37,333.30","71,590.10","17,056.00","1,681.70"
31-05-2017,"1,245.00","1,126.10","1,39,796.00",963.1,"1,694.40","1,228.00","80,234.60","8,560.70","4,440.40","4,669.30","1,65,83,028.50","4,572.80","42,904.50","2,82,65,749.00","22,525.40","14,01,121.00","71,120.60","16,521.70","1,675.40"
30-06-2017,"1,260.30","1,121.70","1,39,752.80",984.1,"1,676.50","1,219.90","81,241.90","8,569.50","4,435.90","4,726.70","1,67,66,970.40","4,628.90","42,842.30","2,86,15,507.90","22,820.00","14,25,677.40","73,155.70","16,253.90","1,667.00"
31-07-2017,"1,236.20","1,072.90","1,38,982.40",951.3,"1,569.70","1,187.50","79,657.50","8,362.10","4,401.50","4,636.10","1,64,95,359.20","4,540.60","41,692.90","2,80,90,443.20","22,136.60","14,01,161.50","73,792.80","16,255.00","1,585.70"
31-08-2017,"1,282.30","1,086.00","1,40,853.70",989.9,"1,617.60","1,238.50","82,050.10","8,552.20","4,498.40","4,809.10","1,71,08,225.30","4,710.00","42,644.90","2,91,47,448.00","22,758.30","14,51,592.20","76,242.60","16,974.40","1,620.50"
29-09-2017,"1,315.00","1,104.60","1,45,647.90",988.1,"1,616.00","1,265.80","84,770.20","8,630.40","4,568.40","4,931.60","1,74,97,974.40","4,829.90","43,591.40","2,98,90,675.90","23,206.20","14,90,393.10","75,857.40","17,311.20","1,650.20"
31-10-2017,"1,279.50","1,088.60","1,44,458.80",969.2,"1,612.90","1,256.50","83,256.60","8,466.00","4,711.90","4,798.60","1,73,11,383.90","4,699.70","42,518.80","2,90,73,166.60","22,578.10","14,50,136.00","73,886.30","17,542.60","1,643.10"
30-11-2017,"1,282.30","1,091.90","1,44,631.30",969.5,"1,637.10","1,271.00","83,178.80","8,485.00","4,990.50","4,809.00","1,73,41,078.80","4,709.80","42,189.00","2,91,31,611.30","22,655.70","14,13,052.90","75,627.10","18,018.00","1,682.60"
29-12-2017,"1,261.30","1,067.00","1,42,433.30",941.4,"1,612.50","1,245.60","81,085.30","8,318.90","4,847.40","4,730.10","1,70,97,142.70","4,632.50","41,157.00","2,86,47,945.10","22,466.50","13,70,265.70","74,111.70","16,658.30","1,653.30"
31-01-2018,"1,331.70","1,091.20","1,47,612.40",963.2,"1,655.00","1,279.10","84,755.60","8,557.80","5,021.40","4,994.20","1,78,06,468.60","4,891.20","42,445.40","3,02,42,985.20","23,573.80","14,21,179.20","75,397.20","16,237.30","1,673.60"
28-02-2018,"1,331.50","1,078.40","1,43,659.20",953.5,"1,676.00","1,244.80","85,846.40","8,419.00","5,039.00","4,993.70","1,81,06,270.00","4,890.70","41,920.90","3,02,39,418.90","23,530.80","14,36,689.60","75,674.40","15,733.40","1,692.00"
30-03-2018,"1,324.70","1,073.80","1,40,550.80",948,"1,713.40","1,255.60","86,150.60","8,377.60","5,151.60","4,969.50","1,82,20,967.50","4,865.50","41,421.70","3,01,54,718.20","23,356.70","14,19,243.60","75,734.00","15,681.80","1,706.70"
30-04-2018,"1,334.70","1,087.20","1,43,696.50",948.2,"1,697.80","1,293.30","87,728.00","8,420.90","5,431.50","5,008.10","1,84,42,644.70","4,902.50","41,802.60","3,04,00,067.60","23,593.90","14,27,805.90","81,536.60","16,170.40","1,736.70"
31-05-2018,"1,303.00","1,102.10","1,42,920.40",967.6,"1,675.90","1,298.80","88,004.70","8,307.70","5,760.10","4,887.90","1,82,96,165.20","4,786.00","41,659.30","2,96,73,272.60","23,203.90","14,03,460.00","81,186.90","16,326.20","1,731.10"
29-06-2018,"1,281.60","1,097.50","1,41,055.80",964.4,"1,682.70","1,268.80","86,895.60","8,289.10","5,928.80","4,812.10","1,80,04,817.40","4,707.20","41,633.50","2,92,77,053.70","22,905.10","14,03,634.20","80,478.40","17,070.20","1,710.10"
31-07-2018,"1,238.50","1,060.10","1,38,077.30",941,"1,627.00","1,232.00","85,054.40","8,327.20","5,906.20","4,648.10","1,78,32,123.10","4,549.10","41,208.20","2,86,04,255.20","22,162.30","13,90,769.00","77,817.20","16,587.40","1,673.80"
31-08-2018,"1,201.30","1,040.90","1,33,375.10",933.1,"1,567.00","1,187.30","83,644.60","8,237.10","7,129.70","4,512.00","1,75,12,310.90","4,412.20","39,697.40","2,79,72,659.40","21,476.30","13,47,445.60","79,821.50","16,936.00","1,640.40"
28-09-2018,"1,198.50","1,027.60","1,34,271.90",917.8,"1,562.60","1,160.40","86,497.20","8,226.90","7,566.90","4,500.00","1,78,32,476.70","4,402.00","39,061.00","2,79,24,962.40","21,458.60","13,42,488.50","81,081.20","17,690.00","1,663.80"
31-10-2018,"1,215.40","1,058.40","1,37,058.70",934.3,"1,581.10","1,208.40","89,479.00","8,412.20","7,066.00","4,562.60","1,84,49,712.70","4,464.10","39,844.80","2,83,65,372.20","21,768.80","13,77,122.50","80,009.30","17,641.30","1,710.70"
30-11-2018,"1,221.00","1,074.60","1,38,366.60",947,"1,612.10","1,222.00","87,570.90","8,472.30","6,544.00","4,580.50","1,78,85,374.00","4,484.50","40,240.00","2,84,62,134.90","21,866.10","13,75,503.70","81,209.80","17,201.30","1,684.70"
31-12-2018,"1,247.90","1,096.90","1,40,382.60",985.8,"1,674.10","1,238.80","88,542.00","8,591.30","6,639.10","4,681.80","1,81,17,615.40","4,583.60","40,863.10","2,90,69,464.40","22,354.80","14,01,466.00","83,914.00","17,744.40","1,736.80"
31-01-2019,"1,291.80","1,131.50","1,40,783.00","1,001.60","1,717.80","1,278.50","91,389.40","8,768.80","6,925.90","4,845.10","1,82,75,208.00","4,744.60","41,065.20","2,99,62,659.00","23,071.60","14,48,999.20","86,103.70","17,842.80","1,805.60"
